spdb1017	12月18日
spdb2408	恒丰银行青岛分行十分重视本行的信贷资源优化配置，对莱西市的重大项目、小微企业和“三农”项目一直给予高度关注，用实际行动切实支持了莱西实体经济的发展，对青岛瀚生生物等注重科技创新的农业企业提供帮助，不仅将为企业和银行带来直接的经济效益，更
spdb2409	恒丰银行青岛分行将莱西市视为区域统筹战略的重点，关于其近年来的经济发展动向，并对莱西市的发展前景充满信心。经过多方调研，于年初确定了开设莱西支行的计划。现阶段新支行的选址工作已经完成，预计将于年底开业。开设新支行的战略规划将对
spdb2410	['yes', '是']
spdb2417	['yes', '是']
spdb2418	国开行将向该项目提供中方总投资额80%的中长期贷款，预计贷款总额将达81.6亿英镑，支持范围涵盖项目投资、建设等多个领域。
spdb2419	2015年2015年9月9日起
spdb2420	['yes', '是']
spdb2427	根据《中华人民共和国银行业监督管理法》、《中华人民共和国商业银行法》等法律法规和《商业银行流动性风险管理办法（试行）》、《商业银行信息披露办法》，制定商业银行流动性覆盖率信息披露办法。
spdb2428	第一条 为强化市场约束，提高商业银行流动性风险管理水平，根据《中华人民共和国银行业监督管理法》、《中华人民共和国商业银行法》等法律法规和《商业银行流动性风险管理办法（试行）》、《商业银行信息披露办法》，制定商业银行流动性覆盖率信息披露办法。
spdb2429	15个
spdb2430	['yes', '是']
spdb2437	['yes', '是']
spdb2438	['yes', '是']
spdb2439	青岛银行业多措并举优化特殊消费者群体金融服务。
spdb2440	青岛银行业多措并举优化特殊消费者群体金融服务（二）建立配套公共设施，改善网点服务环境。针对老弱病残孕等特殊消费者群体的需求，采取多种方式，改善网点服务环境，提供优质服务。一是设立专门通道。结合网点周边环境、硬件设施等情况，加强网点无障碍通道
spdb2447	140.61亿元280户94.83亿元
spdb2448	在银行业贷款拉动支持下， 2013年阜新产业集群新开工项目168个，实现销售收入845亿元，增长35%，实现税金16.6亿元，有效支持了地方经济发展。
spdb2449	阜新银行业通过优化资源配置，科学分配信贷资源；改善金融服务，不断提高服务水平；积极创新金融产品，转变经营模式，大力支持地区产业集群发展，取得了一定的成效。
spdb2450	331.14亿元
spdb2457	455户709笔7160.3万元502笔4854.3万元207笔2306万元
spdb2458	烟台银监分局推出的“三平台”：一是搭建“银税合作平台”，由税务部门根据小微企业纳税情况，向平台内银行机构推荐优质企业，有效解决了小微企业财务情况不真实的问题。
spdb2459	二是搭建“中小企业融资联盟平台”，联盟成员不仅可以优先获得金融机构的信贷支持，还可以优先享受风险补偿、税费减免、资金扶持等优惠政策。
spdb2460	924家160多亿元
spdb2467	['yes', '是']
spdb2468	昆仑银行落实新疆银监局提出的“返疆计划”，将异地灾备中心从吉林回迁至注册地新疆克拉玛依市并正式启用。一方面，有利于降低运营成本。另一方面，便于加强属地信息科技监管工作，节约监管资源，促进昆仑银行进一步提升业务连续性管理水平。
spdb2469	['yes', '是']
spdb2470	['yes', '是']
spdb2477	沧州银监分局推动渤海新区产业发展：积极拓展海域、海岛使用权证抵押贷款业务，试点开办码头、船坞、船台等沿海资产抵押贷款业务，发展适合沿海物流企业融资、结算特点的物流保理和联网结算等业务，鼓励成长型海洋高新技术企业以知识产权质押融资。
spdb2478	['yes', '是']
spdb2479	9月1日2016年
spdb2480	9月1日一个月
spdb2487	上海银监局局长韩沂在动员大会上鼓励上海银行业积极对接科创中心建设“四梁八柱”的任务，加大金融创新力度，在经营模式上实现四个转变：一是从“房变钱”转为“纸变钱”，提高知识产权的融资能力，盘活科研成果
spdb2488	其中，经营理念的“四可原则”包括：“商业可持续、政策可托底、风险可控制、激励可相容”。
spdb2489	['yes', '是']
spdb2490	卡一是围绕燕郊、香河、三河等环北京周边地区，针对外出务工人员、外来打工人员和跨区域经营单位个人客户金融需求，开发了“燕赵乡情卡”
spdb2497	建设银行分行传统名单
spdb2498	建设银行广东省分行一是首创“定义制”替代传统“名单制”， 取得了以下成果：以企业拥有的知识产权数量定义可试点的科技企业范围，无须等待政府推出白名单，效率大幅度提高。
spdb2499	['yes', '是']
spdb2500	建设银行广东省分行三是首创并应用“技术流+能力流”评价体系，具体内容是将科技企业的专利数量、专利结构、专利技术含量、实验室建设水平、产学研合作情况等科技企业创新核心要素纳入评价范围，改变了仅依靠“资金流”判断小微科技企业实力
spdb2507	江苏银行上海分行采取措施支持制造业的发展。
spdb2508	江苏银行上海分行采取措施支持制造业的发展。
spdb2509	10个1家
spdb2510	广西银监局推动辖内各大型银行落实监管要求，全面设立普惠金融事业部，基本建成“五专”机制，对辖区普惠金融服务的稳健发展做了以下措施：将普惠金融服务机构和机制进一步向二级分行以及县城、乡镇等末梢延伸，同时，部分地方法人银行也积极响应
spdb2517	河北银监局近2年连续3次组织规范收费、企业减负等专项检查活动
spdb2518	20家277项180项
spdb2519	20家277项180项
spdb2520	['yes', '是']
spdb2527	['yes', '是']
spdb2528	2016年3月11日
spdb2529	中国农业发展银行
spdb2530	为充分发挥农业政策性银行职能作用，新疆银监局积极督促、引导、协调中国农业发展银行新疆分行主动与其总行对接，争取差异化的扶持政策。
spdb2537	三是狠抓银行业中信访投诉工作的三项关键指标，即二次投诉比例指标 、信访投诉办理效果质量指标、信访投诉程序办理指标。
spdb2538	['yes', '是']
spdb2539	1949年
spdb2540	65家
spdb2547	山东银监局银监会省委省政府
spdb2548	截至2017年9月末，辖区银行机构累计投放扶贫信贷总额703亿元，较年初增长40.32%。
spdb2549	['yes', '是']
spdb2550	762.40亿元47.31亿元
spdb2557	['yes', '是']
spdb2558	['yes', '是']
spdb2559	243.4亿元
spdb2560	针对农合机构资本充足率低、历史包袱沉重、管理制度落后等问题，河北银监局提出建立“四项”机制。
spdb2567	中国农业银行石柱支行着力推动精准扶贫工作。具体措施如下。一是创新帮扶模式。及时解决贫困户安居就业、大黄水旅游建设、贫困村优势种养殖业的资金需求，同时与贫困村相邻的农业企业、专业合作社、种养殖业大户等签订银企合作协议。截至10月末，该行向与其
spdb2568	5个4500万元220户5044万元1户30万元7户30万元
spdb2569	['yes', '是']
spdb2570	成功促成石柱县与农行重庆市分行签署共同推进城乡经济建设发展全面战略合作协议，将在“十三五”时期为石柱县提供200亿元意向性信用额度，重点支持该县基础设施及精准扶贫等工作。
spdb2577	西藏银行业创新推动效率提升和成本降低，各银行业机构减少收费项目49项，切实降低融资成本，金融服务让利于民生的成效更加凸显。
spdb2578	['yes', '是']
spdb2579	塔城银监分局引领辖区各类机构，打赢脱贫攻坚战。
spdb2580	['yes', '是']
spdb2587	具体首付款比例和利率水平由银行业金融机构根据借款人的信用状况和还款能力等合理确定。
spdb2588	首套
spdb2589	1套
spdb2590	人民银行、银监会各级派出机构要按照“因地施策，分类指导”的原则，做好与地方政府的沟通工作，加强对银行业金融机构执行差别化住房信贷政策情况的监督
spdb2597	 为了履行金融账户涉税信息自动交换国际义务，规范金融机构对非居民金融账户涉税信息尽职调查行为，国家税务总局、财政部、中国人民银行、中国银行业监督管理委员会、中国证券监督管理委员会、中国保险监督管理委员会制定了《非居民金融账户涉税信息尽职调查管理办法》
spdb2598	100个
spdb2599	['no', '不是']
spdb2600	2018年9月
spdb2607	四川银监局紧急开通的抗震救灾银行服务热线的服务内容是：灾区银行业客户在存折、存单、银行卡遗失、毁损而办理相关查询、本（异）地挂失、账户费用、存取款以及存款继承等业务。
spdb2608	['yes', '是']
spdb2609	12月7日至8日
spdb2610	12月7日至8日，第四届中日韩三方高层副手会暨第六届中日韩三方银行监管研讨会在海南三亚成功举办。
spdb2617	3.05万亿元3.01万亿元
spdb2618	银监局辖区商业银行牌经营功能风险成本时组建模式社区支行
spdb2619	8492.28亿元1163.31亿元多增121.47亿元
spdb2620	110件
spdb2627	1000
spdb2628	11个
spdb2629	为了推进京津冀环境治理和生态环境建设，促进我省产业结构调整和转型升级，建立长效、有效的节能减排机制，日前河北银行与省环保厅签署战略合作协议，并与11个设区市环保局及辛集、定州市环保局签订了排污权担保融资业务合作协议。
spdb2630	['yes', '是']
spdb2637	12家
spdb2638	11个
spdb2639	11个875笔56.5亿元
spdb2640	['yes', '是']
spdb2647	2017年7月1日起
spdb2648	消极非金融机构是指符合下列条件之一的机构
spdb2649	证明材料是指：     （一）由政府出具的税收居民身份证明；     （二）由政府出具的含有个人姓名且通常用于身份识别的有效身份证明，或者由政府出具的含有机构名称以及主要
spdb2650	['yes', '是']
spdb2657	为依法推进行政审批制度改革，持续推进简政放权，增强商业银行风险抵御能力，决定对《中国银监会中资商业银行行政许可事项实施办法》（中国银行业监督管理委员会令2015年第2号）进行如下修改：   一、在第十条第三款后增加一款规定：“外商独资银行、中外合资银行
spdb2658	540余个3.47亿元
spdb2659	1996年起
spdb2660	“授人以鱼，不如授人以渔。”市经合局相关负责人说，智力帮扶从主观上防止了当地贫困户再次返贫的可能。具体措施如下：“十二五”期间，宁波已派出30名处级干部到贵州挂职，担任重要岗位。通过共建培训中心，对当地农民进行
spdb2667	['yes', '是']
spdb2668	建设银行上海市分行搭建、完善小微企业贷后远程机控系统，着力提升贷后管理效率。
spdb2669	天津银行上海分行开展以“加强账户管理，完善‘三反’监管”为主题的反洗钱宣传月活动
spdb2670	天津银行上海分行开展以“加强账户管理，完善‘三反’监管”为主题的反洗钱宣传月活动，进一步宣传普及反洗钱知识，提升员工与社会公众的反洗钱意识。
spdb2677	自2013年4月推行助保贷以来，已累计发放助保贷金额超3.2亿元，惠及企业近90户。
spdb2678	。具体措施为：针对需求较旺盛的乡镇实施集中统一授信、合作按揭，同时积极建设“助农取款”合作商户及手机支付服务点等便民措施，满足农村地区金融服务需求。
spdb2679	['yes', '是']
spdb2680	全面落实金融服务实体经济任务要求，加快推进中关村示范区科技金融服务创新，进一步促进科技金融“六项创新”细化实施，近日，北京局联合人行营管部、中关村管委会印发《关于进一步推动中关村国家自主创新示范区科技金融专营组织机构创新发展的意见》。
spdb2687	12日
spdb2688	['yes', '是']
spdb2689	打造“三类服务平台”，夯实智慧农业信息互联基础。
spdb2690	72户2.66亿元
spdb2697	平安银行福州分行农行省分行建行省分行
spdb2698	['yes', '是']
spdb2699	余家9.41亿元
spdb2700	35.61亿元
spdb2707	小微民生宣传主题小微宣传主题活动方案营业网点展台电子屏视频形式
spdb2708	多种
spdb2709	中国银监会
spdb2710	为引导银行业金融机构加强数据治理，提高数据质量，发挥数据价值，提升经营管理能力，中国银监会起草了《银行业金融机构数据治理指引（征求意见稿）》，现向社会公开征求意见。
spdb2717	广西银监局争取总行支持，解决“缺模式”不足。
spdb2718	1997年5月13日
spdb2719	1997年5月13日，西安银行（原名西安城市合作银行）成立了。
spdb2720	与此同时，西安银行开始全力加快经营转型与增长方式的转变，董事长郭军创造性提出了“五个坚持”：坚持把“战略重组”作为重塑法人形象的立足之本；坚持把“经营转型”作为推动竞争发展的动力源泉；坚持把“风险管理”作为
spdb2727	['yes', '是']
spdb2728	1098.13亿元三成
spdb2729	截至2010年底，福建银行业涉农贷款取得的成绩是：新增1098.13亿元，增长幅度超过三成。
spdb2730	统计数据显示，截至2010年底，福建省银行业金融机构取得的成绩是：涉农贷款余额4559.29亿元，比年初增加1098.13亿元，同比多增221.04亿元；涉农贷款增速31.73%，较各项贷款增速高出5.34个百分点；涉农贷款占比29.67%，较年初提高了1.21个百分点。
spdb2737	云南银监局省金融办财政厅工信委省政府
spdb2738	云南银监局携手工信委人行昆明中心支行
spdb2739	1180户67.47亿元
spdb2740	59号94号六项
spdb2747	广西银监局加强合作与宣传，在纳税大厅增设小微金融服务政策宣传内容，合力助力小微企业发展。
spdb2748	['yes', '是']
spdb2749	三、银行业金融机构法律顾问享有下列权利
spdb2750	['yes', '是']
spdb2757	以深入贯彻中央经济工作会议精神，落实2017年银行业监管工作会议和银行业普惠金融工作会议部署，强化监管引领为目的，广西银监局多管齐下提升小微企业金融服务质效。
spdb2758	2016年7月
spdb2759	['yes', '是']
spdb2760	一是加强顶层设计，树立服务至上发展理念：引导银行牢固树立服务立行发展理念，坚持以客户为中心，提高服务质量，为首都经济发展提供强有力的金融支持。引导银行业通过差异化发展，逐步形成层次多样、功能互补、协同发展的首都金融服务体系。
spdb2767	['yes', '是']
spdb2768	2017年，工、农、中、建、交分别与京东、百度、腾讯、阿里、苏宁达成了战略合作，在大数据风控、用户画像、人工智能等领域展开了合作。
spdb2769	在看到进步和成绩的同时，我们也要清醒地看到问题和挑战。主要问题表现在：金融业发展还不够平衡、协调和充分，还不能完全满足人民群众对高质量金融服务的需求，金融服务实体经济的能力和水平还有待提升，金融风险还不容忽视，银行业金融机构的公司治理水平还需要加强，银行业金融机构海内外合规经营也面临新的问题和挑战，金融新技术发展给银行业转型创新带来压力等。
spdb2770	['yes', '是']
spdb2777	1567家1018家67411个
spdb2778	1567家1018家67411个
spdb2779	1.3万亿元3.6万亿元92.138万元
spdb2780	工行山西省分行
spdb2787	2016年
spdb2788	为推动乡镇网点真正沉下心扎根当地、服务“三农”，与村镇客户建立密切的业务联系与感情维系，开拓乡镇“蓝海”市场。2016年，信阳珠江村镇银行启动乡镇二级支行总行直管试点，光山孙铁铺支行等四家乡镇网点纳入首批试点支行。
spdb2789	直管试点的具体内容是：一是费用单列，独立考核。
spdb2790	['yes', '是']
spdb2797	预计未来五年内2号线、3号线、4号线开通后，南宁将加速形成立体化综合交通体系建设，全面提升南宁经济社会发展水平，对南宁构建中国东盟自贸区区域性综合枢纽城市，加快推进我区“一带一路”建设具有重要意义。
spdb2798	广西银行业以支持首府南宁市轨道交通1号线建设为开端，累计为南宁轨道交通项目提供融资超200亿元。
spdb2799	2011年11月10日
spdb2800	活动银监局指导银行业自律组织银行业协会
spdb2807	五家
spdb2808	截至2017年9月末，五家大型银行均已在分行层面成立普惠金融专营业务部门。
spdb2809	['yes', '是']
spdb2810	近年来，厦门银监局围绕“降、改、创”三方面，扎实推进辖内小微企业的金融服务工作，不断提升小微金融服务工作水平。
spdb2817	平安、招商、浦发等3家银行总行已同意授权自贸区分行开办离岸银行业务。
spdb2818	2014年4月
spdb2819	['yes', '是']
spdb2820	银行监管委员会计量风险监管框架全球范围风险监管标准
spdb2827	二、强化服务效率，引导推行差别化信贷政策。推动银行机构设计差别化的金融服务方案，优化信贷流程，保证重点项目审批效率，为对接服务创造了良好的运行机制。
spdb2828	['yes', '是']
spdb2829	5个3个2个95523户157956户110372户
spdb2830	6741万元1300名
spdb2837	该模式以农村承包土地经营权作为抵押物，向农业生产经营大户提供最长可达10年的信贷支持，贷款资金可用于支付承包土地租金或用于农业生产经营、消费，并采用等额本金、等额本息等灵活的按揭还款方式。
spdb2838	县域经济发展实际基础全县人口生产生活现状人口全县金融支农工作扶贫夯基工作方针
spdb2839	围绕县域扶贫攻坚目标，实施金融精准扶贫工程重点战略。
spdb2840	麟游联社对产业发展前景较好的贫困户信贷需求，在有效防范贷款风险的同时，简化贷款程序、减少贷款环节、优惠贷款利率。
spdb2847	工行西藏分行、建行西藏分行、邮储银行西藏分行、民生银行拉萨分行、中信银行拉萨分行、浦发银行拉萨分行、西藏信托公司等机构全网点实现“一区双录”；农行西藏分行因“春天行动”营销活动，为避免影响机构中间业务收入，完成
spdb2848	从对各银行业金融机构“一区双录”工作检查情况看，中行西藏分行、中信银行拉萨分行、浦发银行拉萨分行、民生银行拉萨分行等银行业金融机构严格落实监管要求，“一区双录”工作值得辖内其他银行业金融机构学习借鉴。
spdb2849	['yes', '是']
spdb2850	山西农业银行阳泉分行山西农业银行阳泉分行阳泉市委市政府
spdb2857	['yes', '是']
spdb2858	尚福林
spdb2859	尚福林要求，银监会系统要进一步加强后备干部队伍建设，全面提高优秀中青年干部的理论水平和履职能力，着力加强“六个方面能力”建设。
spdb2860	['yes', '是']
spdb2867	['yes', '是']
spdb2868	['yes', '是']
spdb2869	1400
spdb2870	4月18日
spdb2877	王俊寿局长参加在新疆银监局举行的哈比银行乌鲁木齐分行筹建启动仪式，会见了哈比银行董事长
spdb2878	2016年8月5日上午
spdb2879	西咸新区管委会、西咸新区五新城及两园办、西咸新区经济发展局、财政局负责人，辖内银行业机构分管负责人及相关部门负责人共150多人参加会议。
spdb2880	最后，刘丽岩副局长进行会议总结：从进一步加强信息沟通交流、充分发挥不同机构特色优势、始终坚持依法合规经营、不断推送完善相关工作机制等四个方面
spdb2887	国开发展基金发行的五大类包括易地扶贫搬迁等三农建设、轨道交通等城市基础设施建设、中西部铁路等重大基础设施、民生改善等建设工程、增强制造业核心竞争力等转型升级项目。
spdb2888	['yes', '是']
spdb2889	22个
spdb2890	分行党建金融服务党支部志愿服务队党支部战斗堡垒党员先锋模范作用全体党员员工
spdb2897	“政府+银行+新型农业经营主体”的扶贫产业贷款，主要对象以吸纳贫困户就业、有扶贫带动效应的新型农业经营主体为主。
spdb2898	在推进银行业自身深化改革方面：一是丰富了银行业金融机构的资本补充渠道。
spdb2899	在提升金融服务实体经济质效方面：一是促进加大银行业支持小微、三农等薄弱领域的内生动力。
spdb2900	截至2016年12月末，辖内村镇银行向小微企业贷款余额156.64亿元，同比增长12.41%，占其全部贷款余额的83.73%；涉农贷款余额总计107.78亿元，占其全部贷款余额的58.20%。
spdb2907	通过设置无障碍通道、配备轮椅、盲文业务指南、助盲识币签名卡、助盲取款机、爱心坐椅，提供手语交流、快速窗口办理业务、上门服务等形式，加大了对特殊客户人性化服务力度，满足了特殊人群的服务需求，得到社会各界好评。
spdb2908	905个
spdb2909	['yes', '是']
spdb2910	广西银行业发放首笔并购贷款支持水利电力企业兼并重组。
spdb2917	尚福林
spdb2918	中国银监会自成立以来，始终致力于完善科学审慎的银行监管体系，推进我国银行业改革，引导其成功抵御了金融危机的冲击，并保持了健康稳健的发展势头，对维护国家金融安全做出了突出贡献。
spdb2919	['yes', '是']
spdb2920	跨国金融监管联席会议是二十国集团共识下的重要制度安排，对促进各国金融监管机构合作，完善跨国银行集团监管具有重要意义。
spdb2927	2013年12月17日—20日，晋中银行铁西支行与总行银行卡部在晋中师范高等专科学校联合开展了“晋中银行九州方圆卡进校园”品牌推广宣传活动。
spdb2928	为进一步提高晋中银行九州方圆卡的市场覆盖率，2013年12月17日—20日，晋中银行铁西支行与总行银行卡部在晋中师范高等专科学校联合开展了“晋中银行九州方圆卡进校园”品牌推广宣传活动。
spdb2929	['yes', '是']
spdb2930	为进一步提高晋中银行九州方圆卡的市场覆盖率，2013年12月17日—20日，晋中银行铁西支行与总行银行卡部在晋中师范高等专科学校联合开展了“晋中银行九州方圆卡进校园”品牌推广宣传活动。
spdb2937	小微企业贷款户数97868户，较上年同期增加13304户，小微企业申贷获得率93.74%，高于上年同期水平2.23个百分点。
spdb2938	发源地战略地位银监局水塔金融构想
spdb2939	2028.11亿元402.36亿元13.18个
spdb2940	20余种
spdb2947	《办法》包括总则、市场定位、公司治理、风险管理、内部控制、资本管理、激励约束、监督管理、附则等九个章节，共七十一条。
spdb2948	九个七十一条
spdb2949	['yes', '是']
spdb2950	1.5亿元5000亩3.8亿元3000平方米
spdb2957	督促银行业机构实行一把手负责制，构建了“有人管、专人管”的打非工作领导机制。
spdb2958	2017年12月8日12月22日
spdb2959	2017年12月8日12月22日
spdb2960	13家
spdb2967	会上，河南银监局进一步提出工作要求：一是抓研究。
spdb2968	会上，河南银监局进一步提出工作要求：一是抓研究。
spdb2969	会上，河南银监局进一步提出工作要求：一是抓研究。具体内容是：各机构既要关注宏观层面的政策导向，吃透国家关于房地产市场调控的有关精神；同时也要注重调研农民购房所面临的实际问题，特别是土地流转与农村制度改革等问题。
spdb2970	11月28日
spdb2977	国务院电信网络银监会公安部
spdb2978	三个
spdb2979	比例公安机关公告公告期公告被害人利害关系人异议公安机关审核
spdb2980	['yes', '是']
spdb2987	发布《关于规范银行业服务企业走出去 加强风险防控的指导意见》（以下简称《指导意见》）的背景是：近年来，在党中央国务院的正确领导下，走出去战略持续实施，“一带一路”倡议得到广泛响应，互利共赢意识深入人心，国际产能合作稳步
spdb2988	['no', '不是']
spdb2989	《指导意见》要求，银行业金融机构开展跨境并购贷款业务，应综合考虑并购方的资信状况、经营管理能力、财务稳健性、自筹资本金充足情况，并购标的的市场前景、未来盈利、国别风险、并购协同效应等因素。
spdb2990	['yes', '是']
spdb2997	2011年11月22日至23日，大陆方面银行业监督管理机构和台湾方面金融监督管理机构在北京举行磋商。
spdb2998	2011年11月22日至23日
spdb2999	2011年11月22日至23日，大陆方面银行业监督管理机构和台湾方面金融监督管理机构在北京举行磋商，这是两岸银行业监管机构在监管合作机制下举行的第二次磋商，标志着两岸银行业监管合作又向前迈出重要一步，为两岸银行业的审慎经营和银行体系的
spdb3000	今年4月
spdb3007	工行河南省分行突出行业结构调整：重点向消费、服务业、文化产业、现代物流、民生领域倾斜，加大支持住宿餐饮、商务服务、物流、城市基础服务等弱周期行业客户群，年底力争制造、批发零售业贷款占比下降10个百分点以上。
spdb3008	工行河南省分行突出产品结构调整：加大网贷通、银政通、票据直贴等重点产品的渗透率，逐步压降对非供应链贸易融资等管理能力要求偏高和操作风险相对较大的产品。
spdb3009	工行河南省分行突出客户结构调整：重点拓展单户融资规模在500万元以下（含）的小微客户，余额占比提升到22%以上。
spdb3010	122家101.76万笔
spdb3017	中国银行汕头分行
spdb3018	《商业银行押品管理指引》（以下简称《指引》）。
spdb3019	《指引》共7章48条，强调商业银行应遵循合法性、有效性、审慎性、从属性原则，完善押品管理的组织架构，加强押品分类、押品估值、抵质押率设定等重点环节的风险管理，规范押品调查评估、抵质押设立、存续期管理、押品
spdb3020	['yes', '是']
spdb3027	。
spdb3028	450亿元
spdb3029	辖内相关政邮银行落实中央关于北京城市副中心建设部署，在医疗、文化、养老等方面与通州区开展全面合作。
spdb3030	2015年12月
spdb3037	74家6家
spdb3038	。
spdb3039	深圳银监局建议：消费者树立法制意识和风险防范意识，自觉抵制不当利益的诱惑，远离非法金融业务活动，对各类虚假宣传信息保持高度警惕，不要参与有关机构的违法行为，维护自身合法权益。
spdb3040	['yes', '是']
spdb3047	['yes', '是']
spdb3048	北京银监局通过以下措施引导辖内银行业金融机构着力优化信贷结构：一是支持实体经济发展，信息传输、软件和信息技术服务业贷款增加较多；二是向民生领域倾斜，水电热燃的生产和供应等基础设施贷款和个人按揭贷款增加较多；三是支持扩大内需促进消费
spdb3049	8815.63亿元1089.25亿元多增503.22亿元5.44个
spdb3050	广东银监局建立“省局-分局-机构”三级监测架构
spdb3057	1167亿元860个
spdb3058	11月19日上午
spdb3059	中原银行兰考支行支行的设立是开封银监分局引导辖内银行业布局兰考，支持兰考县域经济发展，探索推进普惠金融和金融扶贫新路的重要举措
spdb3060	为确保兰考支行尽早顺利开业，开封分局做了以下工作：一是做好前期调研，确保基础稳固。
spdb3067	交通银行青岛分行采取以下措施助力青岛市“海上丝绸之路”经济带发展：一是重点支持港口发展建设。
spdb3068	['yes', '是']
spdb3069	77亿元
spdb3070	7.8亿元
spdb3077	广西银监局指导辖区农合机构助推“六位一体”扶贫新模式取得了以下成效：截至2017年11月末，全区农合机构通过发放贫困户贷款累计惠及贫困户48.23万户、贫困人口188万人；发放了广西99%以上的扶贫小额贷款，充分发挥了金融扶贫主力军作用。
spdb3078	广西银监局指导辖区农合机构按照党中央、国务院和自治区党委政府精准扶贫决策部署，结合自身优势，积极探索创新 “精准扶贫、产业扶贫、定点扶贫、党建扶贫、电商扶贫、普惠扶贫”六大金融扶贫新模式，全力推进金融扶贫工作。
spdb3079	48.23万户
spdb3080	['yes', '是']
spdb3087	['yes', '是']
spdb3088	['yes', '是']
spdb3089	20年
spdb3090	分行农业政策性银行国家号召履职省行信贷政策扶贫重点环节环节时间任务易地扶贫突破口金融扶贫工作
spdb3097	5天97名
spdb3098	贵州银监局系统和贵州保监局机关97名处级干部参加党的十九大精神培训班。
spdb3099	江北老外滩还获得了今年全国唯一的“中国著名商业街”称号。
spdb3100	['yes', '是']
spdb3107	1000万元500万元200万元
spdb3108	1000万元500万元200万元
spdb3109	['yes', '是']
spdb3110	对于融资需求较大
spdb3117	为推动商业银行提高衍生工具风险估值能力，强化衍生工具风险防范，中国银监会起草了《衍生工具交易对手违约风险资产计量规则（征求意见稿）》
spdb3118	['yes', '是']
spdb3119	对于中国银监会起草的《衍生工具交易对手违约风险资产计量规则（征求意见稿）》
spdb3120	10月24日下午，“银行业支持西藏经济社会发展座谈会”在北京成功召开。
spdb3127	['yes', '是']
spdb3128	金华、绍兴、嘉兴、台州银行业主动承担小微企业的抵质押评估费对待：对小微企业申请贷款提供的抵质押物评估产生的费用，由银行全额承担，目前有两种方式：一种是小微企业到银行合作的评估公司评估，费用由银行结算，且不
spdb3129	金华、绍兴、嘉兴、台州银行业通过加大与收费较低的政策性担保机构合作，减轻小微企业担保费支出。
spdb3130	金华、绍兴、嘉兴、台州银行业合理降低小微企业贷款配套保险费：一是取消小微企业贷款配套保险。二是协商降低小微企业贷款保费费率。
spdb3137	为贯彻落实国务院加大对新消费领域金融支持的指导意见，切实推进厦门市全域旅游发展，厦门银监局积极配合地方政府，指导督促辖内银行业创新金融支持和服务方式，助力旅游业发展。
spdb3138	厦门银监局为助力旅游业发展，做了以下工作：一是签订合作协议，千亿授信助力旅游业发展。二是各家商业银行推出多样创新业务和产品，积极推进旅游业、金融业深度融合。
spdb3139	['yes', '是']
spdb3140	2015年6月2015年10月末
spdb3147	23支
spdb3148	三名一组二组两名八名
spdb3149	实现以下三个不低于：实现小微企业贷款增速不低于各项贷款平均增速，小微企业贷款户数不低于上年同期户数，小微企业申贷获得率不低于上年同期水平。
spdb3150	希望小微企业强化利率风险定价机制、独立核算机制、高效审批机制、激励约束机制、专业人员培训机制和违约信息通报机制等“六项机制”建设，落实小微企业金融服务专营机构单列信贷计划、单独配置人力资源和财务资源、单独客户认定与信贷评审、单独会计核算的
spdb3157	6.5亿元177户1.78亿元
spdb3158	3个
spdb3159	2017年全面脱贫”的实施意见》，提出加建立健全工作机制、做好重点领域精准扶贫金融服务、积极创新精准扶贫金融服务以及扩大金融精准扶贫示范效应等四方面、十二条工作意见
spdb3160	《泉州银监分局关于深化推进金融精准扶贫助力实现“2017年全面脱贫”的实施意见》要求辖内银行业金融机构落实“四单”制度，强化信贷精准投放，切实满足贫困人口小额信贷需求，提升产业发展带动扶贫脱贫能力，提升农村基础金融服务水平
spdb3167	为了引导辖区城商行增强服务实体经济能力，山东银监局采取以下措施：一是下沉服务网点，优化机构布局。二是鼓励创新业务产品。三是积极拓宽服务空间。
spdb3168	34家11家31家3家
spdb3169	34家11家31家3家
spdb3170	34家11家31家3家
spdb3177	为确保金融扶贫工作有效推进，《行动方案》提出以下保障措施，包括：成立扶贫开发领导小组，编制精准扶贫规划；建立主要涉农银行业机构工作考核机制及金融扶贫联席会议制度；对具备条件、运营稳健的农商行、城商行、股份制银行在扶贫开发重点县设立支行开辟
spdb3178	《推进银行业支持扶贫开发行动方案》的指导思想是：认真贯彻中央扶贫开发工作会议精神、《中共中央国务院关于打赢脱贫攻坚战的决定》和《中国银监会关于银行业金融机构积极投入脱贫攻坚战的指导意见》，落实创新、协调、绿色、开放、共享的发展理念，按照精准扶贫、精准脱贫
spdb3179	《推进银行业支持扶贫开发行动方案》的工作目标是信贷扶贫力度持续加大，金融扶贫基础服务有效改善，金融精准扶贫体系逐步健全。
spdb3180	['yes', '是']
spdb3187	2.22亿元500余户20余万元
spdb3188	2.22亿元500余户
spdb3189	2016年，农发行青岛市分行牢固树立和贯彻创新、协调、绿色、开放、共享发展理念。
spdb3190	2016年，农发行青岛市分行以服务实体经济为导向？
spdb3197	['yes', '是']
spdb3198	邮储银行鞍山市分行为积极规范自身销售行为
spdb3199	强化理财专区建设的方式是配备独立摄像头，针对代销类业务开展双录工作，网点覆盖率达到100%；
spdb3200	['yes', '是']
spdb3207	103个12.73亿元34笔2174万元6户43万元
spdb3208	5000万元
spdb3209	3亿元
spdb3210	385亿元
